genre,total_streams,chart_appearances,avg_position,rank
musica afroperuana,141913.23684210528,24,165.17,2408
nerdcore,141516.0,3,145.0,2409
faroese indie,140382.3714285714,62,87.55,2410
murcia indie,140106.33333333334,1,118.0,2411
kawaii metal,139805.125,12,123.42,2412
idol rock,139805.125,12,123.42,2413
ukrainian electronic,139550.0,16,147.56,2414
vietnamese electronic,139057.0,5,121.2,2415
palm desert scene,138581.1565656566,17,169.29,2416
gospel drill,137646.33333333334,1,163.0,2417
wu fam,136905.41176470587,1,146.0,2418
estonian folk,136758.35,95,115.16,2419
old school highlife,136733.83333333334,5,187.0,2420
croatian pop,136149.0,32,74.66,2421
japanese post-hardcore,135945.59999999998,2,130.5,2422
classical,135868.59365079366,17,162.0,2423
samba de roda,134042.43434343435,3,115.33,2424
taiwan electronic,133710.8333333333,9,103.67,2425
pops orchestra,133132.25,6,214.5,2426
tagalog worship,130618.67857142857,6,161.5,2427
swedish fiddle,127799.3142857143,3,134.33,2428
float house,127552.55555555556,2,118.0,2429
chilena,127214.66666666667,1,188.0,2430
deep dance pop,125209.92857142858,35,184.23,2431
garage rock revival,123973.54707792208,12,169.58,2432
reggae tico,123824.0,9,144.67,2433
cerkes muzikleri,123823.0,7,116.43,2434
string orchestra,122435.57142857142,9,179.67,2435
deep latin alternative,122039.86231884059,15,181.27,2436
jazztronica,121630.63095238095,32,157.97,2437
faroese pop,121389.37142857142,62,88.29,2438
redneck,120700.66666666666,6,214.67,2439
ghent indie,119790.97727272728,14,175.14,2440
musica andina colombiana,118055.25,5,164.0,2441
brazilian jazz,116997.0,1,177.0,2442
draga,116965.16666666666,23,70.87,2443
viking folk,116255.37142857142,61,86.03,2444
rune folk,116255.37142857142,61,86.03,2445
german show tunes,116052.0,2,185.0,2446
glitch,116000.24107142858,50,131.78,2447
glitch hop,115473.8125,49,131.04,2448
kent indie,114520.03333333333,5,163.2,2449
swedish death metal,113520.2638888889,13,174.62,2450
swedish melodeath,113520.2638888889,13,174.62,2451
gothenburg metal,113520.2638888889,13,174.62,2452
world worship,113404.10714285713,31,174.35,2453
musica eletronica brasileira,112896.4,1,143.0,2454
ska punk,112830.0,31,229.16,2455
turkish electronic,112043.0,1,158.0,2456
salzburg indie,111530.0,30,115.33,2457
moderne ludovky,111066.46666666669,49,101.53,2458
classic tollywood,110792.49999999999,4,147.25,2459
early modern classical,109027.0,3,133.33,2460
swedish classical,108376.5,2,108.0,2461
bmore,107132.73809523809,14,123.71,2462
neo classical metal,106981.16666666666,10,81.8,2463
dainuojamoji poezija,106733.40000000001,56,152.46,2464
christian dance,106192.00000000001,41,163.51,2465
orchestral performance,105741.26984126985,6,91.0,2466
vbs,104940.0,3,135.67,2467
maltese hip hop,103723.83333333334,31,112.58,2468
guinean pop,103272.33333333334,3,72.33,2469
arabic jazz,101828.00000000001,7,27.0,2470
naat,101313.08333333333,15,113.27,2471
ecuadorian alternative rock,101259.66666666667,20,174.1,2472
ecuadorian indie,101259.66666666667,20,174.1,2473
icelandic choir,99378.63333333335,23,135.78,2474
serbian electronic,99207.0,5,107.6,2475
christian rock,98794.625,26,158.77,2476
modern southern rock,98291.5,5,191.6,2477
hungarian metal,98244.58333333334,22,123.91,2478
dusseldorf electronic,97281.20000000001,5,48.6,2479
vispop,97234.0,5,209.8,2480
banda carnavalera,96690.2,3,189.33,2481
baroque,96308.84126984127,9,154.11,2482
early music,96308.84126984127,9,154.11,2483
german baroque,96308.84126984127,9,154.11,2484
macedonian pop,96307.42857142854,53,86.75,2485
bulgarian electronic,95918.5,35,50.03,2486
dark techno,94791.33333333333,4,106.5,2487
scottish new wave,94435.475,8,162.25,2488
trinibad,94018.62156862745,17,108.24,2489
spanish punk,93668.66666666667,3,168.33,2490
ska espanol,93668.66666666667,3,168.33,2491
irish electronic,92466.0,7,118.57,2492
freestyle,92401.75,7,140.86,2493
stomp and flutter,92099.0642857143,23,178.0,2494
cambodian pop,91850.4,8,124.75,2495
magyar mulatos,91117.5,27,88.81,2496
funk mexicano,90787.16666666667,16,202.19,2497
canadian contemporary country,90198.79166666666,4,207.75,2498
cambridgeshire indie,90039.99999999999,12,214.25,2499
kenyan pop,89956.41666666666,12,178.58,2500
galician indie,89454.25,1,105.0,2501
south african choral,88793.14285714284,14,131.07,2502
ethereal gothic,87887.33333333333,1,89.0,2503
spanish indie folk,87116.4375,2,105.5,2504
ulkucu sarkilar,86777.49999999999,11,148.64,2505
samba-rock,86720.73333333335,16,166.69,2506
bhajan,86456.66666666667,2,115.0,2507
ai,85946.0,12,77.58,2508
black 'n' roll,85632.33333333333,18,142.33,2509
black speed metal,85632.33333333333,18,142.33,2510
new wave of speed metal,85632.33333333333,18,142.33,2511
nwothm,85632.33333333333,18,142.33,2512
hardcore breaks,85172.19999999998,6,165.67,2513
fluxwork,85000.57142857143,2,172.0,2514
russian chanson,84729.7,5,114.8,2515
uk bass,84549.80634920635,16,203.31,2516
jam band,84386.66666666666,53,196.45,2517
scenecore,84280.5,14,115.64,2518
vintage schlager,84197.0,6,169.33,2519
polish ambient,83448.0,2,113.0,2520
igbo rap,83136.44444444444,23,133.35,2521
nueva trova chilena,82936.69565217392,10,178.2,2522
christian trap,81531.83333333334,33,169.7,2523
khmer hip hop,81501.4,7,121.43,2524
polish post-punk,81409.0,6,159.67,2525
african electronic,81245.0,12,155.0,2526
irish pub song,80751.0,7,165.29,2527
belgian electronic,80598.97727272728,13,163.46,2528
organic electronic,79900.95238095238,15,174.93,2529
irish indie,79842.0,5,163.6,2530
south african soulful deep house,79633.40000000001,8,145.38,2531
dub,79409.66666666667,2,92.5,2532
chinese manyao,79362.0,2,187.0,2533
speed metal,79288.5,12,146.83,2534
swiss singer-songwriter,78966.5,7,111.71,2535
musica hondurena,78820.26666666666,12,142.58,2536
taiwan classical performance,78205.63333333333,11,141.09,2537
old west,78019.0,48,133.5,2538
pittsburgh rock,77824.33333333333,52,195.12,2539
gengetone,77741.84642857141,22,116.82,2540
japanese heavy metal,76740.75,8,181.25,2541
anime lo-fi,75868.0,6,119.83,2542
sevillanas,75840.75,1,175.0,2543
psychobilly,74842.66666666667,2,196.0,2544
gothabilly,74842.66666666667,2,196.0,2545
tanzanian hip hop,74605.43333333333,2,156.5,2546
indie singer-songwriter,74333.0,6,151.5,2547
burmese pop,74171.73333333334,7,121.86,2548
musica criolla,73661.73684210527,21,168.86,2549
deep liquid bass,73604.8,1,109.0,2550
taiwan metal,73524.25,5,125.4,2551
chinese metalcore,73524.25,5,125.4,2552
oakland indie,73205.35,24,107.08,2553
classic j-rock,72968.25,8,126.25,2554
musica costena,72129.6,15,125.6,2555
football,71923.0,1,197.0,2556
rap cristiano,71442.05476190476,34,146.88,2557
polish modern jazz,71369.0,1,174.0,2558
punk tuga,71117.0,6,154.67,2559
shred,70495.16666666666,7,51.14,2560
metal guitar,70495.16666666666,7,51.14,2561
afrobeat,69742.60851648351,13,177.38,2562
musica madeirense,69296.0,2,168.0,2563
dark rock,68742.66666666667,3,95.67,2564
heavy gothic rock,68704.0,20,150.7,2565
oulu indie,68332.75,3,169.0,2566
norwegian classical,67430.3,4,135.75,2567
musica nublensina,67086.14285714286,2,91.0,2568
kabarett,67050.4,3,35.33,2569
melodic hard rock,66899.5,6,39.17,2570
jazz venezolano,66864.20000000001,5,144.4,2571
beach house,66187.33333333334,3,174.0,2572
jazz orchestra,65653.42857142857,54,122.69,2573
italian classical piano,65291.0,1,118.0,2574
brazilian indie,63896.507936507944,12,193.42,2575
romanian indie,63601.666666666664,8,136.13,2576
crust punk,63558.017857142855,16,32.63,2577
modern power pop,62926.61428571428,4,177.5,2578
mississippi indie,62226.99999999999,17,182.82,2579
indie fuzzpop,62226.99999999999,17,182.82,2580
phleng phuea chiwit,61742.58333333333,6,85.17,2581
christian indie,60880.061904761904,6,235.0,2582
polish folk,59663.0,3,177.67,2583
bosnian pop,59564.0,1,20.0,2584
pop ambient,59547.28571428571,10,171.2,2585
hip-hop experimental,59004.0,3,226.67,2586
swazi pop,58469.28571428571,4,97.0,2587
electro-industrial,58457.857142857145,8,156.0,2588
asakaa,58038.26388888889,6,119.17,2589
skate punk,57527.06666666667,21,207.38,2590
classical organ,56645.55555555556,2,19.0,2591
historically informed performance,56645.55555555556,2,19.0,2592
xitsonga pop,56592.47142857142,16,102.69,2593
deep new americana,56018.96666666666,42,213.12,2594
polish contemporary classical,55996.0,2,155.0,2595
xinyao,54931.1568627451,10,140.8,2596
soviet synthpop,54628.0,2,112.0,2597
igbo trap,54503.644444444435,18,150.39,2598
alberta country,54422.625,3,213.67,2599
classic korean pop,54382.66666666667,8,87.5,2600
acid house,53819.6,2,197.0,2601
taiwan campus folk,52714.4,7,168.86,2602
milwaukee indie,52091.333333333336,1,143.0,2603
musica juiz-forana,51642.75,4,179.0,2604
norwegian punk rock,51451.333333333336,1,92.0,2605
instrumental surf,51138.0,1,193.0,2606
surf music,51138.0,1,193.0,2607
brisbane punk,50983.0,1,189.0,2608
rap norteno chileno,50571.0,1,154.0,2609
electroclash,50372.857142857145,5,145.6,2610
rock cristiano,49752.5,9,192.67,2611
nijisanji,48839.0,1,165.0,2612
cumbia ecuatoriana,48753.5,3,153.0,2613
goralski,48371.0,1,184.0,2614
progressive bluegrass,48290.19999999999,11,174.45,2615
samoan pop,47545.666666666664,3,181.33,2616
nashville americana,47290.02857142857,2,243.5,2617
shabad,46542.399999999994,4,124.0,2618
pinoy praise,45803.0,1,187.0,2619
beats,45731.333333333336,3,138.0,2620
trap cristiano,45471.00000000001,20,136.3,2621
hungarian folk,45385.183333333334,9,174.89,2622
waiata mo tamariki,45229.67261904762,5,172.8,2623
bernu dziesmas,44346.3,12,151.92,2624
turkish experimental,44329.166666666664,4,147.0,2625
uptempo hardcore,44295.5,1,168.0,2626
deep indie singer-songwriter,44195.0,1,172.0,2627
scratch,43259.5,2,74.0,2628
cumbia del sureste,42994.5,3,115.33,2629
indie salvadoreno,42992.0,13,131.92,2630
amharic pop,42897.5,3,118.33,2631
baltic classical,41820.5,9,94.0,2632
cancion infantil mexicana,41809.72727272727,2,106.5,2633
bay area indie,41762.85,5,142.0,2634
afrobeat brasileiro,41342.6888888889,11,190.27,2635
epicore,41034.083333333336,7,155.86,2636
early romantic era,40956.2,3,172.67,2637
french opera,40956.2,3,172.67,2638
french romanticism,40956.2,3,172.67,2639
small room,40823.15,5,167.0,2640
progressive uplifting trance,40707.8,12,165.67,2641
chamber ensemble,40440.37142857143,8,171.25,2642
queercore,40392.375,5,196.2,2643
japanese jazztronica,40198.7,8,121.0,2644
japanese indie rock,40075.75,3,150.33,2645
folklore peruano,39798.23684210527,17,172.29,2646
danish punk,39584.75,2,134.5,2647
livetronica,39035.899999999994,5,182.8,2648
latvian electronic,38258.66666666667,13,127.77,2649
haitian gospel,38232.857142857145,6,173.0,2650
kashmiri pop,37959.833333333336,4,127.0,2651
jewish hip hop,37770.66666666667,20,102.95,2652
finnish modern jazz,37724.5,2,164.5,2653
rap mocambicana,37405.2,2,107.5,2654
turkish metal,37153.0,2,171.0,2655
oriental metal,37153.0,2,171.0,2656
fantasy,37142.375,3,191.67,2657
classic greek rock,35762.909523809525,22,140.82,2658
zim hip hop,35692.5,2,64.5,2659
piano blues,35108.5,3,149.0,2660
progressive psytrance,34899.333333333336,4,139.75,2661
azeri traditional,34580.0,8,125.0,2662
pixel,34557.75,4,178.0,2663
murga,33957.16666666667,35,186.34,2664
japanese classical,33899.07142857143,4,171.5,2665
future funk,33875.75,3,158.0,2666
japanese old school hip hop,33662.33333333333,3,93.33,2667
japanese contemporary classical,32923.5,3,164.0,2668
japanese soundtrack,32923.5,3,164.0,2669
gnawa,32779.91428571428,7,97.29,2670
korean instrumental,32615.666666666668,21,172.62,2671
new age piano,32615.666666666668,21,172.62,2672
musica de intervencao,32492.833333333336,2,120.0,2673
taiwan graduation song,32260.300000000003,4,159.25,2674
west-vlaamse hip hop,32235.83333333334,11,147.09,2675
musica per bambini,32044.75,1,156.0,2676
brass band,31825.76923076923,7,180.86,2677
modern jangle pop,31442.5,19,97.89,2678
german choir,31420.3,3,173.0,2679
post-minimalism,31316.5,3,189.33,2680
icelandic metal,31171.666666666664,17,126.47,2681
japanese folk,31110.0,2,131.5,2682
slowcore,31002.228571428575,7,167.14,2683
grimewave,30779.285714285714,1,137.0,2684
botswana pop,30406.0,1,120.0,2685
chaabi marocain,30257.5,5,103.2,2686
dubsteppe,29758.333333333332,1,192.0,2687
kenyan hip hop,28874.200000000004,6,154.17,2688
lo-fi rap,28814.428571428572,1,200.0,2689
slovak folk,28601.466666666667,6,127.33,2690
ryukyu ongaku,28516.75,3,171.67,2691
protopunk,28326.31111111111,2,189.5,2692
panamanian indie,27757.333333333336,5,128.4,2693
stoner rock,27149.23611111111,13,169.69,2694
australian metalcore,27045.25,2,181.5,2695
montenegrin pop,26714.833333333332,4,179.0,2696
middle earth,26438.25,29,108.17,2697
hamilton on indie,26365.0,2,213.0,2698
impressionism,26121.785714285714,3,158.67,2699
finnish classical,26121.785714285714,3,158.67,2700
melodic groove metal,25961.666666666664,3,173.33,2701
kabyle moderne,25823.0,2,184.5,2702
singaporean electronic,25749.533333333333,7,186.57,2703
spanish folk rock,25621.4375,1,103.0,2704
seemannslieder,25472.75,2,170.0,2705
folklore cuyano,24866.0,3,137.67,2706
belgian new wave,24773.333333333332,1,86.0,2707
persian rock,24760.0,1,35.0,2708
canadian punk,24644.8,7,179.57,2709
canadian pop punk,24644.8,7,179.57,2710
dutch underground hip hop,24269.0,1,98.0,2711
south african country,24209.25,6,181.5,2712
british folk,24148.321428571428,11,209.18,2713
nyckelharpa,24052.714285714286,1,168.0,2714
hel,23838.666666666668,4,120.0,2715
south african jazz,23782.75,6,81.67,2716
healing,23767.333333333332,5,128.2,2717
chinese indie pop,23637.0,1,198.0,2718
musique mariage algerien,23127.0,15,138.93,2719
rumeli turkuleri,22952.833333333336,8,150.13,2720
musique mahoraise,22851.825,4,21.0,2721
galician rock,22748.444444444445,1,189.0,2722
galego,22748.444444444445,1,189.0,2723
punk galego,22748.444444444445,1,189.0,2724
gypsy fusion,22212.785714285714,12,104.25,2725
balkan brass,22212.785714285714,12,104.25,2726
spanish invasion,22165.5,8,170.0,2727
experimental bass,22030.0,1,198.0,2728
botswana hip hop,22012.5,2,146.5,2729
full on,21903.333333333336,3,154.0,2730
filthstep,21896.983333333334,5,176.8,2731
slovak indie,21882.25,11,166.45,2732
south african modern jazz,21872.666666666664,2,118.5,2733
minimal wave,21850.8,2,156.5,2734
coldwave,21850.8,2,156.5,2735
french post-punk,21850.8,2,156.5,2736
venezuelan indie,21656.5,8,153.38,2737
japanese jazz,21600.25,3,145.33,2738
electro jazz,21321.5,3,175.67,2739
muzica copii,21293.333333333332,4,194.0,2740
swancore,21258.0,1,176.0,2741
sepedi pop,20955.0,1,55.0,2742
nintendocore,20910.571428571428,2,140.0,2743
japanese dream pop,20669.0,1,158.0,2744
jazz puertorriqueno,20640.0,1,61.0,2745
zouk,19890.999999999996,17,182.82,2746
avant-garde jazz,19863.333333333332,1,120.0,2747
contemporary post-bop,19863.333333333332,1,120.0,2748
rozpravky,19858.666666666668,3,121.67,2749
classical cello,19708.37142857143,7,168.71,2750
korean indie folk,19538.0,5,176.6,2751
khmer,19483.399999999998,5,103.6,2752
reggae cover,19451.0,2,149.5,2753
coverchill,19451.0,2,149.5,2754
bossa nova cover,19451.0,2,149.5,2755
australian ska,19412.0,2,47.0,2756
rap moldovenesc,19165.333333333336,2,147.5,2757
punta rock,19072.266666666666,7,159.14,2758
austin hip hop,18736.0,2,103.5,2759
japanese jazz fusion,18719.2,3,144.33,2760
malawian hip hop,18711.233333333334,5,135.2,2761
canadian indie folk,18709.0,3,170.0,2762
folklore uruguayo,18499.0,2,108.5,2763
chasidic pop,18393.0,3,147.0,2764
brit funk,17903.5,3,182.67,2765
indie catracho,17841.0,2,176.0,2766
classic dutch pop,17777.0,4,135.5,2767
smooth soul,17567.235294117647,1,162.0,2768
rock drums,17528.466666666667,3,131.0,2769
boston punk,17494.666666666668,3,203.0,2770
underground rap,17468.977272727272,8,206.13,2771
bomba y plena,17389.2,3,161.33,2772
uk doom metal,17373.625,2,176.5,2773
vintage cantonese pop,17332.25,3,143.67,2774
anthem,17230.0,3,227.67,2775
makossa,17212.714285714286,4,164.75,2776
bisaya indie,17107.5,4,218.25,2777
saskatchewan indie,16865.88888888889,3,157.0,2778
musica tradicional dominicana,16639.485714285714,9,142.78,2779
eurobeat,16530.75,2,190.5,2780
kenyan alternative,16423.25,8,194.63,2781
mongolian pop,16163.4,7,133.0,2782
malayalam madh,16150.5,2,150.5,2783
leipzig indie,16136.0,1,215.0,2784
atmosphere,15636.5,2,187.0,2785
brazilian emo,15535.5,6,222.17,2786
portuguese jazz,15433.333333333334,1,93.0,2787
classic portuguese pop,15138.0,1,200.0,2788
musica tabasquena,15025.999999999998,6,134.67,2789
via,14800.0,1,196.0,2790
vintage finnish jazz,14748.75,2,149.5,2791
tijuana electronic,14744.0,1,236.0,2792
montreal indie,14657.5,1,73.0,2793
new orleans funk,14571.285714285714,2,161.5,2794
jazz trombone,14571.285714285714,2,161.5,2795
japanese girl punk,14496.166666666668,4,149.5,2796
canadian modern jazz,14461.0,3,132.33,2797
irish indie rock,14232.0,1,187.0,2798
tribute,14154.0,4,256.25,2799
quran,14132.0,1,171.0,2800
jovem guarda,13628.5,3,265.67,2801
pontian folk,13282.666666666666,1,200.0,2802
folklore ecuatoriano,13225.333333333334,1,195.0,2803
indie psych-pop,13223.875,7,203.71,2804
electronica chilena,13182.599999999999,3,173.33,2805
irish neo-traditional,13031.0,1,194.0,2806
columbus ohio indie,12878.666666666666,1,67.0,2807
decije pesme,12841.0,4,199.25,2808
westcoast flow,12767.6,3,115.33,2809
punk rock mexicano,12753.5,3,247.33,2810
emo mexicano,12753.5,3,247.33,2811
mexican pop punk,12753.5,3,247.33,2812
classic moroccan pop,12626.933333333334,3,96.33,2813
classic hungarian rock,12468.5,1,188.0,2814
denton tx indie,12446.625,4,252.75,2815
uk contemporary jazz,12321.977272727272,2,163.0,2816
long island punk,12300.75,2,165.0,2817
musiikkia lapista,12283.833333333334,1,73.0,2818
indonesian psychedelia,12255.0,5,137.8,2819
deep soundtrack,11956.333333333334,3,181.0,2820
opera,11681.966666666665,3,149.0,2821
latin classical,11512.0,3,141.0,2822
latin soundtrack,11512.0,3,141.0,2823
argentine ambient,11512.0,3,141.0,2824
judaica,11352.666666666666,1,162.0,2825
messianic praise,11352.666666666666,1,162.0,2826
classic soundtrack,11287.666666666666,3,146.67,2827
bath indie,11245.333333333334,1,182.0,2828
proto-techno,11096.4,1,177.0,2829
zolo,11096.4,1,177.0,2830
oi,10992.5,1,156.0,2831
german orchestra,10978.8,3,118.67,2832
qanun,10880.0,1,163.0,2833
raboday,10729.45,6,181.33,2834
bulgarian indie,10677.0,1,134.0,2835
singaporean indie,10543.5,1,191.0,2836
singaporean punk,10543.5,1,191.0,2837
boy pop,10297.0,1,77.0,2838
flint hip hop,10203.566666666666,2,153.5,2839
finnish worship,10110.4,1,151.0,2840
arab groove,10087.0,2,152.5,2841
libyan pop,10087.0,2,152.5,2842
swiss indie folk,10035.8,1,124.0,2843
maldivian pop,9899.0,1,61.0,2844
atlantic canada hip hop,9867.727272727272,2,182.0,2845
black comedy,9683.666666666666,1,112.0,2846
comedy,9683.666666666666,1,112.0,2847
hungarian choir,9487.333333333334,1,185.0,2848
slack-key guitar,9255.0,6,210.17,2849
ragga jungle,9223.533333333333,1,181.0,2850
jungle,9223.533333333333,1,181.0,2851
organic house,9218.0,1,160.0,2852
varmland rock,9198.25,1,238.0,2853
british soundtrack,9186.933333333334,3,145.33,2854
glam punk,9161.333333333334,1,141.0,2855
kannada pop,9065.4,3,130.0,2856
country gospel,9051.666666666668,2,256.0,2857
boogaloo,9048.75,2,118.5,2858
swiss alternative rock,9044.5,2,173.0,2859
dutch jazz,9043.714285714286,1,145.0,2860
jazz brass,9043.714285714286,1,145.0,2861
classic tunisian pop,8995.5,4,181.75,2862
georgian alternative,8968.0,1,171.0,2863
highlife,8875.19642857143,3,119.0,2864
university choir,8781.5,1,179.0,2865
indie cantabria,8759.666666666666,6,92.17,2866
rusyn folk,8742.8,3,133.0,2867
heligonka,8742.8,3,133.0,2868
vintage chinese pop,8711.823529411766,3,156.0,2869
kuduro antigo,8420.0,1,50.0,2870
lapland metal,8037.0,1,158.0,2871
reggaeton cristiano,7992.733333333334,3,166.0,2872
spacegrunge,7942.0,3,207.0,2873
indonesian worship,7934.25,2,153.5,2874
focus,7898.0,2,151.5,2875
background music,7898.0,2,151.5,2876
balkan folk metal,7759.0,1,140.0,2877
romanian metal,7759.0,1,140.0,2878
neoclassical darkwave,7622.0,16,235.81,2879
kinderliedjies,6850.5,1,112.0,2880
psychedelic pop,6749.0,3,248.0,2881
junior songfestival,6725.0,1,231.0,2882
deep folk metal,6706.0,9,159.22,2883
folk metal,6706.0,9,159.22,2884
viking metal,6706.0,9,159.22,2885
german post-hardcore,6678.333333333333,1,161.0,2886
zamba,6575.0,4,98.5,2887
louisville indie,6562.333333333333,1,266.0,2888
pastoral,6526.0,3,223.67,2889
meditation,6466.333333333333,1,171.0,2890
deep southern trap,6128.0,2,188.0,2891
little rock indie,6074.8,1,208.0,2892
arkansas indie,6074.8,1,208.0,2893
metal colombiano,6013.4,1,178.0,2894
zenonesque,5870.666666666667,1,181.0,2895
sotalaulut,5735.285714285715,1,199.0,2896
pub rock,5718.2532467532465,9,154.56,2897
deep east coast hip hop,5613.5,1,44.0,2898
lastelaulud,5572.0,1,177.0,2899
mexican rock-and-roll,5378.875,3,191.67,2900
austin americana,5345.0,7,155.0,2901
art punk,5236.071428571428,8,136.63,2902
japanese chillhop,5103.75,1,121.0,2903
mashup,5093.668449197861,7,165.86,2904
vapor house,5057.166666666667,7,63.71,2905
lo star,5037.8,1,144.0,2906
irish accordion,5028.615384615385,1,74.0,2907
deep discofox,5007.666666666667,8,106.13,2908
hungarian punk,4940.166666666667,1,91.0,2909
honky tonk,4810.4,1,148.0,2910
korean talent show,4798.0,1,150.0,2911
deep r&b,4705.5,3,105.67,2912
naija old school,4614.625,1,72.0,2913
magyar musicalek,4604.0,1,188.0,2914
hakkapop,4601.666666666667,2,241.0,2915
jazz piano,4530.799999999999,4,177.25,2916
space age pop,4530.799999999999,4,177.25,2917
west australian hip hop,4480.0,1,136.0,2918
malawian pop,4446.833333333333,1,93.0,2919
chicago blues,4425.0,1,174.0,2920
korean soundtrack,4412.0,1,174.0,2921
slayer,4340.0,2,168.5,2922
caracas indie,4242.714285714285,4,165.25,2923
bosnian indie,4234.0,4,148.5,2924
icelandic experimental,4177.875,4,161.75,2925
native american hip hop,4150.714285714285,8,159.63,2926
power pop,4139.848484848485,6,272.0,2927
tamil indie,4015.25,1,163.0,2928
cover acustico,3978.0,1,191.0,2929
estonian jazz,3977.3333333333335,2,111.5,2930
organic ambient,3897.0,1,184.0,2931
new jack smooth,3894.0,1,185.0,2932
lo-fi emo,3885.8,2,195.0,2933
ecm-style jazz,3865.2272727272725,2,219.5,2934
contemporary jazz,3865.2272727272725,2,219.5,2935
macedonian indie,3788.5,2,156.0,2936
israeli jazz,3665.7272727272725,1,174.0,2937
jazz double bass,3665.7272727272725,1,174.0,2938
punta,3566.6,2,178.5,2939
alternative americana,3512.0,2,258.5,2940
neo-crust,3500.0,1,172.0,2941
okc indie,3447.0,1,158.0,2942
canadian underground hip hop,3426.0,1,191.0,2943
french classical piano,3326.4,1,226.0,2944
western americana,3264.5,1,192.0,2945
vintage italian soundtrack,3066.0,1,135.0,2946
melodic power metal,3064.5,1,164.0,2947
french dnb,3043.3333333333335,2,145.0,2948
neurofunk,3043.3333333333335,2,145.0,2949
halftime dnb,3043.3333333333335,2,145.0,2950
indie nica,3022.0,2,182.5,2951
swiss house,3013.0,2,175.5,2952
covertrance,3005.0,2,89.0,2953
spectra,2896.8,3,146.67,2954
folclore tucumano,2838.3000000000006,10,116.1,2955
kelowna bc indie,2744.0,2,238.0,2956
rock baiano,2714.6,1,218.0,2957
cha-cha-cha,2658.3902439024387,6,43.33,2958
mambo,2658.3902439024387,6,43.33,2959
cuban rumba,2658.3902439024387,6,43.33,2960
dark jazz,2576.125,2,27.0,2961
new isolationism,2576.125,2,27.0,2962
dub metal,2576.125,2,27.0,2963
outsider house,2576.125,2,27.0,2964
weightless,2576.125,2,27.0,2965
experimental vocal,2551.0,1,179.0,2966
substep,2391.0,1,204.0,2967
chill guitar,2386.5,1,189.0,2968
calming instrumental,2386.5,1,189.0,2969
48g,2372.25,1,192.0,2970
chinese electronic,2318.8333333333335,3,83.67,2971
indie rock mexicano,2254.625,1,240.0,2972
dance-punk,2216.4,1,187.0,2973
shimmer psych,2066.25,2,232.0,2974
slamming deathcore,1987.5,1,127.0,2975
progressive deathcore,1987.5,1,127.0,2976
belgian indie rock,1936.7272727272727,1,190.0,2977
christian a cappella,1922.5,1,134.0,2978
chamber folk,1810.0,1,126.0,2979
canadian americana,1790.0,2,206.5,2980
koligeet,1735.875,1,121.0,2981
dark plugg,1725.3333333333333,1,54.0,2982
ukrainian experimental,1706.75,1,146.0,2983
ukrainian folk,1706.75,1,146.0,2984
drone,1626.875,3,156.0,2985
modern cello,1626.875,3,156.0,2986
gainesville indie,1504.125,3,196.33,2987
fnf,1435.75,1,148.0,2988
umea hardcore,1397.6666666666667,5,243.8,2989
post-hardcore,1397.6666666666667,5,243.8,2990
vegan straight edge,1397.6666666666667,5,243.8,2991
hardcore punk,1397.6666666666667,5,243.8,2992
swedish hardcore,1397.6666666666667,5,243.8,2993
swedish post-hardcore,1397.6666666666667,5,243.8,2994
musica andorra,1389.0,1,37.0,2995
classical soprano,1387.0,1,196.0,2996
noise rock,1348.5,1,231.0,2997
nuevo folklore mexicano,1310.7142857142858,1,117.0,2998
ethereal wave,1192.3333333333335,6,116.17,2999
post-rock,1192.3333333333335,6,116.17,3000
nordic post-rock,1192.3333333333335,6,116.17,3001
uk experimental electronic,1174.2,3,245.33,3002
rock potiguar,1151.6666666666667,1,250.0,3003
brazilian stoner rock,1151.6666666666667,1,250.0,3004
brazilian post-hardcore,1151.6666666666667,1,250.0,3005
german hard rock,1127.0,5,126.2,3006
czech indie,1104.3333333333335,2,193.0,3007
canadian indigenous,1076.5,1,238.0,3008
canadian indigenous hip hop,1076.5,1,238.0,3009
banjo,1052.9,2,168.0,3010
alaska indie,1048.6,1,246.0,3011
rock curitibano,1015.3333333333334,1,263.0,3012
melbourne indie,997.5,1,253.0,3013
space ambient,997.3333333333333,2,257.5,3014
digital hardcore,986.5714285714286,1,198.0,3015
final fantasy,975.5714285714286,1,194.0,3016
anime score,975.5714285714286,1,194.0,3017
chiptune,975.5714285714286,1,194.0,3018
japanese vgm,975.5714285714286,1,194.0,3019
braindance,920.2,2,239.0,3020
japanese edm,914.5714285714286,2,140.5,3021
canadian celtic,853.8,2,256.5,3022
nl folk,853.8,2,256.5,3023
bristol electronic,805.6666666666666,1,203.0,3024
neo kyma,748.6666666666667,2,89.0,3025
rumba catalana,656.6,1,250.0,3026
garifuna folk,651.6,1,182.0,3027
houston indie,607.0,1,209.0,3028
chicago punk,598.25,1,243.0,3029
bluegrass,592.5,1,92.0,3030
bluegrass gospel,592.5,1,92.0,3031
new england americana,592.5,1,92.0,3032
orgcore,571.5,1,245.0,3033
american post-rock,563.4,2,268.5,3034
ambient guitar,563.4,2,268.5,3035
instrumental post-rock,563.4,2,268.5,3036
ambient post-rock,563.4,2,268.5,3037
punk chileno,461.6,1,238.0,3038
sean-nos singing,460.4,1,244.0,3039
irish banjo,460.4,1,244.0,3040
roots worship,444.5,2,292.5,3041
